code,market
192250,KOSDAQ
192390,KOSDAQ
192400,KOSPI
192410,KOSDAQ
192440,KOSDAQ
192650,KOSPI
192820,KOSPI
193250,KOSDAQ
194370,KOSPI
194480,KOSDAQ
194700,KOSDAQ
195500,KOSDAQ
195870,KOSPI
195940,KOSDAQ
195990,KOSDAQ
196170,KOSDAQ
196300,KOSDAQ
196450,KOSDAQ
196490,KOSDAQ
196700,KOSDAQ
197140,KOSDAQ
198080,KOSDAQ
198440,KOSDAQ
198940,KOSDAQ
199430,KOSDAQ
199480,KOSDAQ
199550,KOSDAQ
199730,KOSDAQ
199800,KOSDAQ
199820,KOSDAQ
200130,KOSDAQ
200230,KOSDAQ
200350,KOSDAQ
200470,KOSDAQ
200670,KOSDAQ
200710,KOSDAQ
200780,KOSDAQ
200880,KOSPI
201490,KOSDAQ
203400,KOSDAQ
203450,KOSDAQ
203650,KOSDAQ
203690,KOSDAQ
204020,KOSDAQ
204210,KOSPI
204270,KOSDAQ
204320,KOSPI
204610,KOSDAQ
204620,KOSDAQ
204840,KOSDAQ
205100,KOSDAQ
205470,KOSDAQ
205500,KOSDAQ
206400,KOSDAQ
206560,KOSDAQ
206640,KOSDAQ
206650,KOSDAQ
207760,KOSDAQ
207940,KOSPI
208140,KOSDAQ
208350,KOSDAQ
208370,KOSDAQ
208640,KOSDAQ
208710,KOSDAQ
208860,KOSDAQ
209640,KOSDAQ
210120,KOSDAQ
210540,KOSPI
210980,KOSPI
211050,KOSDAQ
211270,KOSDAQ
212560,KOSDAQ
212710,KOSDAQ
213420,KOSDAQ
213500,KOSPI
214150,KOSDAQ
214180,KOSDAQ
214260,KOSDAQ
214270,KOSDAQ
214320,KOSPI
214330,KOSPI
214370,KOSDAQ
214390,KOSPI
214420,KOSPI
214430,KOSDAQ
214450,KOSDAQ
214610,KOSDAQ
214680,KOSDAQ
215000,KOSDAQ
215090,KOSDAQ
215100,KOSDAQ
215200,KOSDAQ
215360,KOSDAQ
215380,KOSDAQ
215480,KOSDAQ
215600,KOSDAQ
215790,KOSDAQ
216050,KOSDAQ
216080,KOSDAQ
217190,KOSDAQ
217270,KOSDAQ
217330,KOSDAQ
217480,KOSDAQ
217500,KOSDAQ
217590,KOSPI
217730,KOSDAQ
217820,KOSDAQ
218150,KOSDAQ
218410,KOSDAQ
219130,KOSDAQ
219420,KOSDAQ
219550,KOSDAQ
219750,KOSDAQ
220100,KOSDAQ
220180,KOSDAQ
220260,KOSDAQ
221800,KOSDAQ
221840,KOSDAQ
221980,KOSDAQ
222040,KOSDAQ
222080,KOSDAQ
222110,KOSDAQ
222160,KOSDAQ
222420,KOSDAQ
222800,KOSDAQ
222980,KOSDAQ
223250,KOSDAQ
223310,KOSDAQ
224060,KOSDAQ
224110,KOSDAQ
225190,KOSDAQ
225220,KOSDAQ
225430,KOSDAQ
225530,KOSDAQ
225570,KOSDAQ
225590,KOSDAQ
226320,KOSPI
226330,KOSDAQ
226340,KOSDAQ
226400,KOSDAQ
226590,KOSDAQ
226950,KOSDAQ
227100,KOSDAQ
227610,KOSDAQ
227840,KOSPI
227950,KOSDAQ
228340,KOSDAQ
228670,KOSDAQ
228760,KOSDAQ
228850,KOSDAQ
229000,KOSDAQ
229640,KOSPI
230240,KOSDAQ
230360,KOSDAQ
230980,KOSDAQ
232140,KOSDAQ
232680,KOSDAQ
232830,KOSDAQ
234030,KOSDAQ
234080,KOSPI
234100,KOSDAQ
234300,KOSDAQ
234340,KOSDAQ
234690,KOSDAQ
234920,KOSDAQ
235980,KOSDAQ
236200,KOSDAQ
236810,KOSDAQ
237690,KOSDAQ
237750,KOSDAQ
237820,KOSDAQ
237880,KOSDAQ
238090,KOSDAQ
238120,KOSDAQ
238200,KOSDAQ
238490,KOSDAQ
239340,KOSDAQ
239610,KOSDAQ
239890,KOSDAQ
240550,KOSDAQ
240600,KOSDAQ
240810,KOSDAQ
241520,KOSDAQ
241560,KOSPI
241590,KOSPI
241690,KOSDAQ
241710,KOSDAQ
241770,KOSDAQ
241790,KOSDAQ
241820,KOSDAQ
241840,KOSDAQ
242040,KOSDAQ
243070,KOSDAQ
243840,KOSDAQ
244460,KOSDAQ
244920,KOSPI
245620,KOSDAQ
246250,KOSDAQ
246690,KOSDAQ
246710,KOSDAQ
246720,KOSDAQ
246960,KOSDAQ
247540,KOSDAQ
247660,KOSDAQ
248070,KOSPI
248170,KOSPI
249420,KOSPI
250000,KOSDAQ
250060,KOSDAQ
250930,KOSDAQ
251120,KOSDAQ
251270,KOSPI
251370,KOSDAQ
251630,KOSDAQ
251970,KOSDAQ
252500,KOSDAQ
252990,KOSDAQ
253450,KOSDAQ
253590,KOSDAQ
253840,KOSDAQ
254120,KOSDAQ
254490,KOSDAQ
255220,KOSDAQ
255440,KOSDAQ
256150,KOSDAQ
256630,KOSDAQ
256840,KOSDAQ
256940,KOSDAQ
257370,KOSDAQ
257720,KOSDAQ
258610,KOSDAQ
258790,KOSDAQ
258830,KOSDAQ
259630,KOSDAQ
259960,KOSPI
260660,KOSDAQ
260930,KOSDAQ
260970,KOSDAQ
261200,KOSDAQ
261520,KOSDAQ
261780,KOSDAQ
262260,KOSDAQ
262840,KOSDAQ
263020,KOSDAQ
263050,KOSDAQ
263600,KOSDAQ
263690,KOSDAQ
263700,KOSDAQ
263720,KOSDAQ
263750,KOSDAQ
263770,KOSDAQ
263800,KOSDAQ
263810,KOSDAQ
263860,KOSDAQ
263920,KOSDAQ
264450,KOSDAQ
264660,KOSDAQ
264850,KOSDAQ
264900,KOSPI
26490K,KOSPI
265520,KOSDAQ
265560,KOSDAQ
265740,KOSDAQ
267250,KOSPI
267260,KOSPI
267270,KOSPI
267290,KOSPI
267320,KOSDAQ
267790,KOSDAQ
267850,KOSPI
267980,KOSDAQ
268280,KOSPI
269620,KOSDAQ
270520,KOSDAQ
270660,KOSDAQ
270870,KOSDAQ
271560,KOSPI
271830,KOSDAQ
271940,KOSPI
271980,KOSPI
272110,KOSDAQ
272210,KOSPI
272290,KOSDAQ
272450,KOSPI
272550,KOSPI
273060,KOSDAQ
273640,KOSDAQ
274090,KOSDAQ
274400,KOSDAQ
275630,KOSDAQ
276040,KOSDAQ
276730,KOSDAQ
277070,KOSDAQ
277410,KOSDAQ
277810,KOSDAQ
277880,KOSDAQ
278280,KOSDAQ
278470,KOSPI
278650,KOSDAQ
279570,KOSPI
279600,KOSDAQ
280360,KOSPI
281740,KOSDAQ
281820,KOSPI
282330,KOSPI
282720,KOSDAQ
282880,KOSDAQ
284620,KOSDAQ
284740,KOSPI
285130,KOSPI
28513K,KOSPI
285490,KOSDAQ
285800,KOSDAQ
286750,KOSDAQ
286940,KOSPI
287840,KOSDAQ
288180,KOSDAQ
288330,KOSDAQ
288620,KOSDAQ
288980,KOSDAQ
289010,KOSDAQ
289080,KOSDAQ
289220,KOSDAQ
289930,KOSDAQ
290090,KOSDAQ
290120,KOSDAQ
290270,KOSDAQ
290520,KOSDAQ
290550,KOSDAQ
290560,KOSDAQ
290650,KOSDAQ
290660,KOSDAQ
290670,KOSDAQ
290690,KOSDAQ
290720,KOSDAQ
290740,KOSDAQ
291230,KOSDAQ
291650,KOSDAQ
291810,KOSDAQ
293480,KOSPI
293490,KOSDAQ
293580,KOSDAQ
293780,KOSDAQ
293940,KOSPI
294090,KOSDAQ
294140,KOSDAQ
294570,KOSDAQ
294630,KOSDAQ
294870,KOSPI
295310,KOSDAQ
296640,KOSDAQ
297090,KOSDAQ
297570,KOSDAQ
297890,KOSDAQ
298000,KOSPI
298020,KOSPI
298040,KOSPI
298050,KOSPI
298060,KOSDAQ
298380,KOSDAQ
298540,KOSDAQ
298690,KOSPI
298830,KOSDAQ
299030,KOSDAQ
299170,KOSDAQ
299660,KOSDAQ
299900,KOSDAQ
300080,KOSDAQ
300120,KOSDAQ
300720,KOSPI
301300,KOSDAQ
302430,KOSDAQ
302440,KOSPI
302550,KOSDAQ
303030,KOSDAQ
303360,KOSDAQ
303530,KOSDAQ
303810,KOSDAQ
304100,KOSDAQ
304360,KOSDAQ
304840,KOSDAQ
305090,KOSDAQ
306040,KOSDAQ
306200,KOSPI
306620,KOSDAQ
307180,KOSDAQ
307280,KOSDAQ
307750,KOSDAQ
307870,KOSDAQ
307930,KOSDAQ
307950,KOSPI
308080,KOSDAQ
308100,KOSDAQ
308170,KOSPI
308430,KOSDAQ
309710,KOSDAQ
309930,KOSDAQ
309960,KOSDAQ
310200,KOSDAQ
310210,KOSDAQ
310870,KOSDAQ
311320,KOSDAQ
311390,KOSDAQ
311690,KOSDAQ
312610,KOSDAQ
313760,KOSDAQ
314130,KOSDAQ
314140,KOSDAQ
314930,KOSDAQ
315640,KOSDAQ
316140,KOSPI
317120,KOSDAQ
317240,KOSDAQ
317330,KOSDAQ
317400,KOSPI
317450,KOSPI
317530,KOSDAQ
317690,KOSDAQ
317770,KOSDAQ
317830,KOSDAQ
317850,KOSDAQ
317870,KOSDAQ
318000,KOSDAQ
318010,KOSDAQ
318020,KOSDAQ
318060,KOSDAQ
318160,KOSDAQ
318410,KOSDAQ
319400,KOSDAQ
319660,KOSDAQ
320000,KOSDAQ
321260,KOSDAQ
321370,KOSDAQ
321550,KOSDAQ
321820,KOSDAQ
322000,KOSPI
322180,KOSDAQ
322310,KOSDAQ
322510,KOSDAQ
322780,KOSDAQ
323280,KOSDAQ
323350,KOSDAQ
323410,KOSPI
323990,KOSDAQ
326030,KOSPI
327260,KOSDAQ
328130,KOSDAQ
328380,KOSDAQ
329180,KOSPI
330350,KOSDAQ
330590,KOSPI
330730,KOSDAQ
330860,KOSDAQ
331380,KOSDAQ
331520,KOSDAQ
331740,KOSDAQ
331920,KOSDAQ
332290,KOSDAQ
332370,KOSDAQ
332570,KOSDAQ
333050,KOSDAQ
333430,KOSDAQ
333620,KOSDAQ
334890,KOSPI
334970,KOSDAQ
335810,KOSDAQ
335870,KOSDAQ
336060,KOSDAQ
336260,KOSPI
33626K,KOSPI
33626L,KOSPI
336370,KOSPI
33637K,KOSPI
33637L,KOSPI
336570,KOSDAQ
336680,KOSDAQ
337930,KOSDAQ
338100,KOSPI
338220,KOSDAQ
338840,KOSDAQ
339770,KOSPI
339950,KOSDAQ
340360,KOSDAQ
340440,KOSDAQ
340450,KOSDAQ
340570,KOSDAQ
340810,KOSDAQ
340930,KOSDAQ
342870,KOSDAQ
344820,KOSPI
344860,KOSDAQ
347000,KOSDAQ
347700,KOSDAQ
347740,KOSDAQ
347770,KOSDAQ
347850,KOSDAQ
347860,KOSDAQ
347890,KOSDAQ
348030,KOSDAQ
348080,KOSDAQ
348150,KOSDAQ
348210,KOSDAQ
348340,KOSDAQ
348350,KOSDAQ
348370,KOSDAQ
348950,KOSPI
350520,KOSPI
351320,KOSDAQ
351330,KOSDAQ
351870,KOSDAQ
352090,KOSDAQ
352480,KOSDAQ
352700,KOSDAQ
352770,KOSDAQ
352820,KOSPI
352910,KOSDAQ
352940,KOSDAQ
353190,KOSDAQ
353200,KOSPI
35320K,KOSPI
353590,KOSDAQ
353810,KOSDAQ
354200,KOSDAQ
354320,KOSDAQ
355150,KOSDAQ
355390,KOSDAQ
355690,KOSDAQ
356680,KOSDAQ
356860,KOSDAQ
356890,KOSDAQ
357120,KOSPI
357230,KOSDAQ
357250,KOSPI
357430,KOSPI
357550,KOSDAQ
357580,KOSDAQ
357780,KOSDAQ
357880,KOSDAQ
358570,KOSDAQ
359090,KOSDAQ
360070,KOSDAQ
360350,KOSDAQ
361390,KOSDAQ
361570,KOSDAQ
361610,KOSPI
361670,KOSDAQ
362320,KOSDAQ
362990,KOSDAQ
363250,KOSDAQ
363260,KOSDAQ
363280,KOSPI
36328K,KOSPI
364950,KOSDAQ
365270,KOSDAQ
365330,KOSDAQ
365340,KOSDAQ
365550,KOSPI
365590,KOSDAQ
365900,KOSDAQ
366030,KOSDAQ
367000,KOSDAQ
368600,KOSDAQ
368770,KOSDAQ
368970,KOSDAQ
369370,KOSDAQ
370090,KOSDAQ
371950,KOSDAQ
372170,KOSDAQ
372320,KOSDAQ
372800,KOSDAQ
372910,KOSPI
373110,KOSDAQ
373160,KOSDAQ
373170,KOSDAQ
373200,KOSDAQ
373220,KOSPI
375500,KOSPI
37550K,KOSPI
37550L,KOSPI
376180,KOSDAQ
376270,KOSDAQ
376290,KOSDAQ
376300,KOSDAQ
376900,KOSDAQ
376930,KOSDAQ
376980,KOSDAQ
377030,KOSDAQ
377190,KOSPI
377220,KOSDAQ
377300,KOSPI
377330,KOSDAQ
377450,KOSDAQ
377460,KOSDAQ
377480,KOSDAQ
377740,KOSPI
378340,KOSDAQ
378800,KOSDAQ
378850,KOSPI
380540,KOSDAQ
380550,KOSDAQ
381620,KOSDAQ
381970,KOSPI
382150,KOSDAQ
382480,KOSDAQ
382800,KOSDAQ
382840,KOSDAQ
382900,KOSDAQ
383220,KOSPI
383310,KOSDAQ
383800,KOSPI
38380K,KOSPI
383930,KOSDAQ
384470,KOSDAQ
387570,KOSDAQ
388050,KOSDAQ
388210,KOSDAQ
388610,KOSDAQ
388720,KOSDAQ
388790,KOSDAQ
388870,KOSDAQ
389020,KOSDAQ
389030,KOSDAQ
389140,KOSDAQ
389260,KOSDAQ
389470,KOSDAQ
389500,KOSDAQ
389650,KOSDAQ
389680,KOSDAQ
391710,KOSDAQ
393210,KOSDAQ
393890,KOSDAQ
393970,KOSDAQ
394280,KOSDAQ
394420,KOSDAQ
394800,KOSDAQ
395400,KOSPI
396270,KOSDAQ
396300,KOSDAQ
396470,KOSDAQ
396690,KOSPI
397030,KOSDAQ
397810,KOSDAQ
398120,KOSDAQ
399720,KOSDAQ
400760,KOSPI
402030,KOSDAQ
402340,KOSPI
402490,KOSDAQ
403490,KOSDAQ
403550,KOSPI
403850,KOSDAQ
403870,KOSDAQ
404990,KOSPI
405000,KOSDAQ
405100,KOSDAQ
405920,KOSDAQ
406820,KOSDAQ
407400,KOSDAQ
408470,KOSDAQ
408900,KOSDAQ
408920,KOSDAQ
411080,KOSDAQ
412350,KOSDAQ
412540,KOSDAQ
413390,KOSDAQ
413630,KOSDAQ
413640,KOSDAQ
415380,KOSDAQ
415640,KOSPI
416180,KOSDAQ
417010,KOSDAQ
417180,KOSDAQ
417200,KOSDAQ
417310,KOSPI
417500,KOSDAQ
417790,KOSDAQ
417840,KOSDAQ
417860,KOSDAQ
417970,KOSDAQ
418250,KOSDAQ
418420,KOSDAQ
418470,KOSDAQ
418550,KOSDAQ
418620,KOSDAQ
419050,KOSDAQ
419080,KOSDAQ
419120,KOSDAQ
419530,KOSDAQ
419540,KOSDAQ
420570,KOSDAQ
420770,KOSDAQ
424760,KOSDAQ
424870,KOSDAQ
424960,KOSDAQ
424980,KOSDAQ
425040,KOSDAQ
425420,KOSDAQ
429270,KOSDAQ
430690,KOSDAQ
431190,KOSDAQ
432320,KOSPI
432430,KOSDAQ
432470,KOSDAQ
432720,KOSDAQ
432980,KOSDAQ
434480,KOSDAQ
435570,KOSDAQ
437730,KOSDAQ
438700,KOSDAQ
439090,KOSDAQ
439260,KOSPI
439580,KOSDAQ
439960,KOSDAQ
440110,KOSDAQ
440290,KOSDAQ
440320,KOSDAQ
441270,KOSDAQ
443060,KOSPI
443250,KOSDAQ
443670,KOSDAQ
444530,KOSDAQ
445090,KOSDAQ
445180,KOSDAQ
445680,KOSDAQ
446070,KOSPI
446540,KOSDAQ
446840,KOSDAQ
448280,KOSDAQ
448710,KOSDAQ
448730,KOSPI
448900,KOSDAQ
450080,KOSPI
450330,KOSDAQ
450520,KOSDAQ
450950,KOSDAQ
451220,KOSDAQ
451250,KOSDAQ
451700,KOSDAQ
451760,KOSDAQ
451800,KOSPI
452160,KOSDAQ
452190,KOSDAQ
452200,KOSDAQ
452260,KOSPI
45226K,KOSPI
452280,KOSDAQ
452300,KOSDAQ
452400,KOSDAQ
452430,KOSDAQ
452450,KOSDAQ
453340,KOSPI
453450,KOSDAQ
453860,KOSDAQ
454910,KOSPI
455180,KOSDAQ
455900,KOSDAQ
456010,KOSDAQ
456040,KOSPI
456070,KOSDAQ
456160,KOSDAQ
457190,KOSPI
457370,KOSDAQ
457550,KOSDAQ
457600,KOSDAQ
458350,KOSDAQ
458650,KOSDAQ
458870,KOSDAQ
459100,KOSDAQ
459510,KOSDAQ
459550,KOSDAQ
460470,KOSDAQ
460850,KOSPI
460860,KOSPI
460870,KOSDAQ
460930,KOSDAQ
460940,KOSDAQ
461030,KOSDAQ
461300,KOSDAQ
462310,KOSDAQ
462350,KOSDAQ
462510,KOSDAQ
462520,KOSPI
462860,KOSDAQ
462870,KOSPI
462980,KOSDAQ
463020,KOSDAQ
463480,KOSDAQ
464080,KOSDAQ
464280,KOSDAQ
464440,KOSDAQ
464490,KOSDAQ
464500,KOSDAQ
464580,KOSDAQ
464680,KOSDAQ
465320,KOSDAQ
465480,KOSDAQ
465770,KOSPI
466100,KOSDAQ
466410,KOSDAQ
466690,KOSDAQ
467930,KOSDAQ
468530,KOSDAQ
468760,KOSDAQ
469480,KOSDAQ
469610,KOSDAQ
469750,KOSDAQ
469880,KOSDAQ
469900,KOSDAQ
471050,KOSDAQ
471820,KOSDAQ
472220,KOSDAQ
472230,KOSDAQ
472850,KOSDAQ
473000,KOSDAQ
473050,KOSDAQ
473950,KOSDAQ
473980,KOSDAQ
474170,KOSDAQ
474490,KOSDAQ
474610,KOSDAQ
474650,KOSDAQ
474660,KOSDAQ
474930,KOSDAQ
475150,KOSPI
475230,KOSDAQ
475240,KOSDAQ
475250,KOSDAQ
475400,KOSDAQ
475430,KOSDAQ
475460,KOSDAQ
475560,KOSPI
475580,KOSDAQ
475660,KOSDAQ
475830,KOSDAQ
475960,KOSDAQ
476040,KOSDAQ
476060,KOSDAQ
476080,KOSDAQ
476830,KOSDAQ
477340,KOSDAQ
477380,KOSDAQ
477470,KOSDAQ
477760,KOSDAQ
477850,KOSDAQ
478110,KOSDAQ
478340,KOSDAQ
478390,KOSDAQ
478440,KOSDAQ
478560,KOSDAQ
479880,KOSDAQ
479960,KOSDAQ
480370,KOSPI
481070,KOSDAQ
481850,KOSPI
481890,KOSDAQ
482520,KOSDAQ
482630,KOSDAQ
482680,KOSDAQ
482690,KOSDAQ
483650,KOSPI
484120,KOSDAQ
484130,KOSDAQ
484590,KOSDAQ
484810,KOSDAQ
484870,KOSPI
486630,KOSDAQ
486990,KOSDAQ
487360,KOSDAQ
487570,KOSPI
487580,KOSDAQ
487720,KOSDAQ
487830,KOSDAQ
488060,KOSDAQ
488280,KOSDAQ
488900,KOSDAQ
489210,KOSDAQ
489460,KOSDAQ
489480,KOSDAQ
489500,KOSDAQ
489730,KOSDAQ
489790,KOSPI
490470,KOSDAQ
491000,KOSDAQ
492220,KOSDAQ
493280,KOSDAQ
493330,KOSDAQ
493790,KOSDAQ
494120,KOSDAQ
496070,KOSDAQ
498390,KOSDAQ
499790,KOSPI
900070,KOSDAQ
900100,KOSDAQ
900110,KOSDAQ
900120,KOSDAQ
900140,KOSPI
900250,KOSDAQ
900260,KOSDAQ
900270,KOSDAQ
900290,KOSDAQ
900300,KOSDAQ
900310,KOSDAQ
900340,KOSDAQ
950130,KOSDAQ
950140,KOSDAQ
950160,KOSDAQ
950170,KOSDAQ
950190,KOSDAQ
950200,KOSDAQ
950210,KOSPI
950220,KOSDAQ
950250,KOSDAQ
